"index","Familie","Gattung","Art","D_3__Anaerolineales","D_3__Bacteroidales","D_3__Betaproteobacteriales","D_3__Clostridiales","D_3__Coriobacteriales","D_3__Desulfobacterales","D_3__Erysipelotrichales","D_3__Fibrobacterales","D_3__Lactobacillales","D_3__Methanobacteriales","D_3__Methanomicrobiales","D_3__Saccharimonadales","D_3__Selenomonadales","D_3__Spirochaetales","D_3__Synergistales","D_3__Verrucomicrobiales","D_3__Bacillales","D_3__Enterobacteriales","D_3__Micrococcales","D_3__Pseudomonadales","D_3__Sphingobacteriales","D_3__Bifidobacteriales","D_3__Fusobacteriales","D_3__Campylobacterales","D_3__Methanomassiliicoccales","D_3__Mycoplasmatales","D_3__Pedosphaerales","D_3__Pirellulales","D_3__Desulfovibrionales","D_3__Burkholderiales bacterium Beta_02","D_3__Elusimicrobiales","D_3__Endomicrobiales","D_3__Aeromonadales","D_3__Anaeroplasmatales","D_3__Cardiobacteriales","D_3__Flavobacteriales","D_3__Pasteurellales","D_3__Opitutales","D_3__Corynebacteriales","D_3__Bdellovibrionales","D_3__Caulobacterales","D_3__Chloroflexales","D_3__Chthoniobacterales","D_3__Cytophagales","D_3__Diplorickettsiales","D_3__Propionibacteriales","D_3__Rhizobiales","D_3__Rhodobacterales","D_3__Sphingomonadales","D_3__Xanthomonadales","D_3__Alteromonadales","D_3__Cellvibrionales","D_3__Chitinophagales","D_3__Paracaedibacterales","D_3__Methanosarcinales","D_3__Izimaplasmatales","D_3__Actinomycetales","D_3__Nostocales","D_3__Rickettsiales","D_3__Gastranaerophilales","D_3__Victivallales","D_3__Entomoplasmatales","D_3__Acholeplasmatales","D_3__Oligoflexales","D_3__Parabasalia","D_3__Acetobacterales","D_3__Leptospirales","D_3__Deferribacterales","D_3__Blastocatellales","D_3__Frankiales","D_3__Fungi","D_3__Oligosphaerales"
"DUI1106TIGA4","Felidae","Panthera","Tiger",0,1532,154,1160,0,0,0,0,0,0,0,0,74,0,0,0,0,449,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA5","Felidae","Panthera","Tiger",0,536,0,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD2","Canidae","Lycaon","Wildhund",0,963,223,351,0,0,133,0,0,0,0,0,0,0,0,0,160,98,0,8369,343,0,0,0,0,0,0,0,0,0,0,0,261,0,0,3278,0,0,0,0,1590,0,0,0,0,0,0,0,0,135,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD3","Canidae","Lycaon","Wildhund",0,501,0,417,0,0,0,0,0,0,0,0,79,0,0,0,0,432,0,158,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF1","Elephantidae","Loxodonta","AfrikElefant",0,5290,0,3600,0,0,668,85,0,0,175,0,720,2412,0,0,0,0,0,0,0,0,0,0,49,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF2","Elephantidae","Loxodonta","AfrikElefant",0,5185,0,3656,0,0,630,0,0,10,194,0,711,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF3","Elephantidae","Loxodonta","AfrikElefant",0,3955,0,2553,0,0,374,87,0,0,146,0,559,2123,22,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA1","Felidae","Cryptoprocta","Fossa",0,1766,224,5383,0,0,75,0,84,0,0,0,0,0,0,0,0,2408,0,81,0,25,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA2","Felidae","Cryptoprocta","Fossa",0,509,0,8360,49,0,326,0,1217,0,0,0,26,0,0,0,0,1369,0,0,0,32,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA3","Felidae","Cryptoprocta","Fossa",0,292,0,11217,142,0,259,0,1894,0,0,0,79,0,0,0,0,178,0,0,0,82,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607KOLA1","Phascolarctidae","Phascolartos","Koala",0,10298,175,9029,0,27,0,0,0,38,0,0,1215,0,836,1359,0,0,0,0,0,0,12,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607KOLA2","Phascolarctidae","Phascolartos","Koala",0,19226,186,4271,0,0,0,0,0,0,0,0,1367,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ORAN1","Homininae","Pongo","Orang-Utan",0,2153,31,6002,0,0,44,0,0,470,0,94,432,565,19,0,0,711,0,857,0,0,0,68,337,0,30,846,124,0,0,0,140,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ORAN2","Homininae","Pongo","Orang-Utan",0,5792,0,7594,0,0,347,0,0,471,0,20,501,553,18,0,0,0,0,36,0,0,0,0,19,0,0,180,273,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TAPI1","Tapiridae","Tapirus","Tapir",0,8826,34,7889,0,0,0,285,78,177,0,130,1025,1877,54,4243,0,0,0,0,0,0,0,0,196,0,0,44,135,0,20,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TAPI2","Tapiridae","Tapirus","Tapir",0,5522,113,4333,0,0,0,538,0,110,0,32,464,1854,29,2512,0,0,0,0,0,0,0,0,355,0,0,29,68,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,11187,0,0,0,0,435,0,0,0,0,0,0,0,0,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF2","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,6069,0,0,0,0,0,0,0,0,0,0,0,0,0,9159,0,0,0,184,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF3","Dasyuridae","Sarcophilus","Beutelteufel",0,5292,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,9222,0,0,0,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0107LOEW3","Felidae","Panthera","Loewe",0,3320,49,1426,0,0,0,0,1561,0,0,0,914,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN3","Canidae","Vulpes","Fennek",0,1758,159,488,0,0,0,0,0,0,0,0,123,0,0,0,0,218,0,0,0,0,352,0,20,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN4","Canidae","Vulpes","Fennek",0,1264,217,253,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,332,0,38,0,0,0,45,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW4","Felidae","Panthera","Loewe",0,2077,37,1353,118,0,0,0,1928,0,0,0,2038,0,0,0,0,18,0,0,0,0,1405,0,0,0,0,0,142,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW5","Felidae","Panthera","Loewe",0,4272,77,2093,82,0,24,0,2442,0,0,0,335,0,0,0,0,912,0,0,0,0,1465,71,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW6","Felidae","Panthera","Loewe",0,110,37,6596,240,0,139,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD10","Canidae","Speothos","Waldhund",0,1657,129,4589,0,0,39,0,664,0,0,0,401,0,0,0,0,90,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD9","Canidae","Speothos","Waldhund",0,4048,196,3478,0,0,69,0,35,0,0,0,599,0,0,0,0,0,0,0,0,0,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD4","Canidae","Lycaon","Wildhund",0,1729,101,230,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD5","Canidae","Lycaon","Wildhund",0,3627,0,2417,0,0,755,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,2838,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD6","Canidae","Lycaon","Wildhund",0,1199,44,1139,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GGLA1","Callitrichidae","Leontopithecus","Loewenaffe",0,23245,38,10572,140,0,537,0,220,0,0,38,3234,0,0,0,0,243,0,54,0,724,0,0,44,0,0,0,216,0,578,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GGLA2","Callitrichidae","Leontopithecus","Loewenaffe",0,10143,62,4185,54,0,351,0,46,0,0,0,1439,0,0,75,0,37,0,0,0,0,0,54,106,0,0,0,65,0,799,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GGLA3","Callitrichidae","Leontopithecus","Loewenaffe",0,14134,218,4633,97,0,248,0,303,0,0,33,1749,0,0,0,178,163,0,21,0,207,95,29,0,0,0,0,46,0,173,0,224,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GIRA1","Giraffidae","Giraffa","Giraffe",0,3144,0,4957,0,0,0,0,0,110,0,0,189,419,0,151,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,99,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GIRA2","Giraffidae","Giraffa","Giraffe",0,4361,46,5246,0,0,16,0,0,28,0,0,408,508,0,84,244,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GORI1","Homininae","Gorilla","Gorilla",0,11396,722,7982,0,0,76,0,2863,600,0,66,747,2516,0,0,0,0,0,0,0,228,0,0,450,0,0,27,177,0,39,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GORI2","Homininae","Gorilla","Gorilla",0,7406,1176,5300,0,0,22,27,1816,853,0,51,770,1876,0,0,0,0,0,0,0,133,0,0,195,0,0,0,129,0,46,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507OKAP1","Giraffidae","Okapia","Okapi",0,3471,0,4713,0,0,0,0,0,0,0,0,133,1037,0,381,0,260,0,0,0,0,0,0,13,0,0,0,131,0,0,0,0,48,0,14,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507OKAP2","Giraffidae","Okapia","Okapi",0,4730,0,7133,0,0,0,0,0,273,0,0,230,860,0,1141,1470,1250,0,154,0,0,0,0,167,0,0,16,83,0,0,0,0,28,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507OKAP3","Giraffidae","Okapia","Okapi",0,5071,0,2824,0,0,0,564,0,19,357,0,243,1488,0,1723,73,0,0,0,0,0,0,0,112,0,0,22,131,0,0,0,0,33,0,17,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411BONG1","Bovidae","Tragelaphus","Bongo",0,10242,0,11033,0,0,0,0,0,0,126,125,934,3445,0,737,181,0,0,0,0,0,0,0,10,0,0,0,377,0,65,0,0,31,0,35,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411BONG2","Bovidae","Tragelaphus","Bongo",0,6625,0,4177,0,0,0,0,0,0,72,21,306,1434,0,114,3626,18,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411FENN5","Canidae","Vulpes","Fennek",0,2108,0,6815,0,0,138,0,2056,0,0,0,618,0,0,0,0,1333,0,0,0,0,3284,81,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411GIRA1","Giraffidae","Giraffa","Giraffe",0,1705,0,1481,0,0,0,0,21,0,0,0,126,566,0,109,0,35,0,0,0,0,0,0,14,0,0,0,0,0,0,0,225,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411GIRA2","Giraffidae","Giraffa","Giraffe",0,4352,0,5356,0,0,47,51,0,124,0,0,479,1666,0,276,0,0,0,0,0,0,0,0,0,0,0,0,101,0,12,0,158,0,0,58,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST1","Felidae","Prionailurus","Rostkatze",0,5833,366,2342,0,0,0,0,50,0,0,0,672,0,0,0,0,471,0,0,0,0,3784,72,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST11","Felidae","Prionailurus","Rostkatze",0,9718,572,6674,207,0,304,0,219,0,0,0,1538,0,0,0,0,2063,0,0,0,0,8546,1287,0,0,0,0,59,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST12","Felidae","Prionailurus","Rostkatze",0,6054,334,1803,0,0,55,0,113,0,0,0,666,0,0,0,0,525,0,392,0,0,2348,208,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST14","Felidae","Prionailurus","Rostkatze",0,14039,707,4348,20,0,196,0,188,0,0,0,792,0,0,0,0,923,0,158,0,0,10072,418,0,0,0,0,104,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST15","Felidae","Prionailurus","Rostkatze",0,8669,525,1695,0,0,0,0,136,0,0,0,892,0,0,0,0,616,0,0,0,0,4969,386,0,0,0,0,28,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST2","Felidae","Prionailurus","Rostkatze",0,1741,233,3940,0,0,0,0,42,0,0,0,730,0,0,0,0,436,0,0,0,0,3687,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST3","Felidae","Prionailurus","Rostkatze",0,2712,256,963,0,0,0,0,53,0,0,0,491,0,0,0,0,325,0,0,0,0,2736,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST4","Felidae","Prionailurus","Rostkatze",0,4607,270,1155,0,0,0,0,22,0,0,0,431,0,0,0,0,119,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST5","Felidae","Prionailurus","Rostkatze",0,4017,338,1297,0,0,100,0,59,0,0,0,267,0,0,0,0,223,0,0,0,0,2139,80,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST6","Felidae","Prionailurus","Rostkatze",0,2251,212,2269,0,0,122,0,127,0,0,0,730,0,0,0,0,437,0,0,0,0,3045,33,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST7","Felidae","Prionailurus","Rostkatze",0,16811,1605,11433,20,0,623,0,1200,0,0,0,1613,0,0,0,0,1170,0,0,0,0,15602,254,0,0,0,0,71,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST8","Felidae","Prionailurus","Rostkatze",0,13916,291,5322,0,0,164,0,606,0,0,0,835,0,0,0,0,3632,0,0,0,0,9218,233,0,0,0,0,144,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST9","Felidae","Prionailurus","Rostkatze",0,10328,726,4505,0,0,276,0,133,0,0,0,1416,0,0,0,0,510,0,0,0,0,10215,163,0,0,0,0,97,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411TRAM1","Camelidae","Camelus","Trampeltier",0,2927,0,1507,0,0,0,398,0,0,190,0,454,1373,0,723,76,0,0,0,0,0,0,0,33,0,0,0,83,0,12,0,340,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411TRAM2","Camelidae","Camelus","Trampeltier",0,9874,0,5814,0,0,83,739,0,0,464,0,1317,4872,0,2548,264,0,0,0,0,0,0,0,84,0,0,19,156,0,28,0,857,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WALD11","Canidae","Speothos","Waldhund",0,3813,353,5516,0,0,0,0,18,0,0,0,388,0,0,0,0,183,0,0,0,0,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD10","Canidae","Lycaon","Wildhund",0,2443,77,7875,142,0,990,0,41,0,0,0,294,0,0,0,25,12,0,0,0,0,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD11","Canidae","Lycaon","Wildhund",0,5402,104,3632,0,0,634,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,1318,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD7","Canidae","Lycaon","Wildhund",0,3135,123,5436,0,0,888,0,0,0,0,0,125,0,0,0,94,0,0,185,0,0,3692,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD8","Canidae","Lycaon","Wildhund",0,6038,481,906,0,0,220,0,0,0,0,0,737,0,0,0,0,330,0,0,0,0,4925,500,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD9","Canidae","Lycaon","Wildhund",0,7680,260,5681,0,0,1027,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,3105,2061,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ZEBR1","Equidae","Equus","Grevyzebra",0,1478,0,266,0,0,0,201,0,0,0,0,73,1031,57,96,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ZEBR2","Equidae","Equus","Grevyzebra",0,2080,67,894,0,0,45,176,0,0,0,0,161,1432,114,51,0,0,0,0,0,0,0,214,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1807KANI1","Leporidae","Oryctolagus","Kaninchen",0,11695,370,32789,0,0,910,0,0,0,0,116,0,0,0,6227,0,0,0,0,0,0,0,667,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506FENN1","Canidae","Vulpes","Fennek",0,4559,288,1498,0,0,0,0,0,0,0,0,435,0,0,0,0,32,0,0,0,0,1368,0,0,0,0,0,86,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506FENN2","Canidae","Vulpes","Fennek",0,3496,189,528,0,0,0,0,0,0,0,0,187,0,0,0,0,48,0,0,0,0,890,0,51,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506TIGA1","Felidae","Panthera","Tiger",0,965,0,6988,0,0,0,0,1139,115,0,0,26,0,0,0,0,3047,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506TIGA2","Felidae","Panthera","Tiger",0,2015,97,6951,0,0,0,0,0,0,0,0,379,0,0,0,0,256,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
